Timestamp,Please read the consent form and select I agree to continue,UserId,Gender,Age,What is the highest level of education you have completed? ,Nationality,Your interest in music?,Have you had formal training or education related to music?,"If yes, which instrument (or singing) and for how many years?",How many hours in a day do you listen to music?,What kind of music do you like to listen to the most? ,What kind of music do you like to listen to when you feel low? ,Do you listen to music in the background while working? [Choice],When I listen to music I get stuck in bad memories [Choice],"I hide in my music because nobody understands me, and it blocks people out [Choice]",Music helps me relax [Choice],When I try to use music to feel better I actually end up feeling worse [Choice],I feel happier after playing or listening to music [Choice],Music gives me the energy to get going [Choice],I like to listen to songs over and over even though it makes me feel worse [Choice],Music makes me feel bad about who I am [Choice],Music helps me to connect with other people who are like me [Choice],Music gives me an excuse not to face up to the real world [Choice],It can be hard to stop listening to music that connects me to bad memories [Choice],Music leads me to do things I shouldn’t do [Choice],When I’m feeling tense or tired in my body music helps me relax [Choice],"In the past 4 weeks, how often did you feel tired out for no good reason?  [Choice]","In the past 4 weeks, how often did you feel nervous? [Choice]","In the past 4 weeks, how often did you feel so nervous that nothing could calm you down?     [Choice]","In the past 4 weeks, how often did you feel hopeless? [Choice]","In the past 4 weeks, how often did you feel restless or fidgety?  [Choice]","In the past 4 weeks, how often did you feel so restless you could not sit still?  [Choice]","In the past 4 weeks, how often did you feel depressed? [Choice]","In the past 4 weeks, how often did you feel that everything was an effort?  [Choice]","In the past 4 weeks, how often did you feel so sad that nothing could cheer you up? [Choice]","In the past 4 weeks, how often did you feel worthless? [Choice]",Am the life of the party. [Choice],Sympathize with others’ feelings. [Choice],Get chores done right away.  [Choice],Have frequent mood swings. [Choice],Have a vivid imagination. [Choice],Don’t talk a lot. [Choice],Am not interested in other people’s problems. [Choice],Often forget to put things back in their proper place. [Choice],Am relaxed most of the time. [Choice],Am not interested in abstract ideas. [Choice],Talk to a lot of different people at parties. [Choice],Feel others’ emotions. [Choice],Like order. [Choice],Get upset easily. [Choice],I Have difficulty understanding abstract ideas. [Choice],Keep in the background. [Choice],Am not really interested in others. [Choice],Make a mess of things. [Choice],Seldom feel blue. [Choice],Do not have a good imagination. [Choice],How has your music use pattern changed over the past one year?,How would you compare your well-being one year ago and now?,Unhealthy,Healthy,K-10,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
2019/04/03 12:35:59 AM GMT+5:30,I Agree,9151a7302742365d797bbef39d453941,Male,26,Bachelor's degree,United States,Enthusiastic,Yes,percussion - 10 years,5.5,hip hop,hip hop,Always,Sometimes,Always,Always,Sometimes,Sometimes,Often,Sometimes,Rarely,Often,Always,Sometimes,Rarely,Often,Most of the time,All of the time,Some of the time,Most of the time,Some of the time,A little of the time,All of the time,Some of the time,Most of the time,Most of the time,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,not really,I feel worse now,26,20,37,4.25,2.75,1,4,3.25
2019/04/03 2:26:38 AM GMT+5:30,I Agree,9ffd5b696d3f382a0c86efcb40d3110d,Male,25,High School graduate,Finland,Enthusiastic,No,,1.5,rock,jazz,Sometimes,Rarely,Never,Often,Never,Often,Often,Never,Never,Sometimes,Never,Never,Never,Sometimes,Some of the time,Some of the time,A little of the time,A little of the time,Some of the time,Some of the time,None of the time,None of the time,None of the time,None of the time,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Listened to more music on my way from home to other places.,I feel better now,9,18,20,3.75,3.5,2.75,4.5,2.25
2019/04/03 3:01:56 AM GMT+5:30,I Agree,489dae049f65869006c35c9e6ec7102a,Male,22,High School graduate,Chile,Enthusiastic,Yes,"Piano, 3 years",6,rock,Mixed,Sometimes,Rarely,Rarely,Often,Never,Sometimes,Rarely,Never,Never,Rarely,Never,Never,Never,Sometimes,Some of the time,A little of the time,None of the time,None of the time,A little of the time,None of the time,None of the time,None of the time,None of the time,None of the time,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,It hasn't. ,I feel more or less the same.,10,14,14,4,2.5,1,2.25,1.25
2019/04/03 4:02:11 AM GMT+5:30,I Agree,a3ddd29976d47cf4b45b8bca260e732e,Male,24,Bachelor's degree,United States,Enthusiastic,Yes,Singing 3,2,Mixed,classical,Sometimes,Sometimes,Sometimes,Often,Rarely,Often,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Some of the time,Most of the time,Some of the time,A little of the time,A little of the time,A little of the time,A little of the time,Some of the time,A little of the time,A little of the time,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Haven't listened as much ,I feel more or less the same.,13,17,25,2.75,2.25,1.75,3.5,4.25
2019/04/03 4:47:53 AM GMT+5:30,I Agree,869c2d31ac404c2706439cf12c916bf4,Female,28,Bachelor's degree,United States,Enthusiastic,No,,2,Mixed,Mixed,Rarely,Rarely,Often,Always,Never,Often,Always,Never,Never,Rarely,Rarely,Never,Never,Always,Some of the time,All of the time,A little of the time,Some of the time,A little of the time,None of the time,Most of the time,All of the time,A little of the time,Most of the time,Strongly Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,More rap,I feel better now,13,21,31,5,4.25,2,4.25,3.25
2019/04/03 6:11:51 AM GMT+5:30,I Agree,8f14aa43f333495ec375f71354df5691,Male,30,Bachelor's degree,Australia,Enthusiastic,No,,3,Rock,rock,Often,Rarely,Never,Often,Rarely,Often,Often,Never,Rarely,Often,Never,Never,Never,Often,None of the time,A little of the time,None of the time,A little of the time,Some of the time,None of the time,None of the time,None of the time,None of the time,None of the time,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Increased listening,I feel better now,11,20,14,3.5,2.75,1.75,4.25,1.75
2019/04/03 12:03:28 PM GMT+5:30,I Agree,0ce4ac973dfa9e6bda5ce0535344dc4c,Male,26,Bachelor's degree,Mexico,Enthusiastic,Yes,guitar - 10 years,4,jazz,jazz,Always,Sometimes,Sometimes,Often,Never,Always,Often,Never,Never,Often,Sometimes,Rarely,Sometimes,Often,Some of the time,Some of the time,None of the time,None of the time,Some of the time,A little of the time,A little of the time,None of the time,None of the time,None of the time,Somewhat Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,I think it has increased,I feel better now,17,21,18,3.5,3.5,2,3.75,3.5
2019/04/03 9:08:12 PM GMT+5:30,I Agree,9c2df4e712ee5c429b869eb6f7831cfb,Male,28,High School graduate,Finland,Enthusiastic,No,Guitar for 15 years,1,pop,Mixed,Sometimes,Rarely,Rarely,Often,Rarely,Often,Often,Rarely,Never,Often,Never,Rarely,Never,Often,Some of the time,Some of the time,A little of the time,None of the time,Some of the time,A little of the time,A little of the time,A little of the time,None of the time,None of the time,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,I listen to less music and I tend to listen to it in one to two week cycles.,I feel more or less the same.,13,20,20,3.5,3.5,2,3.75,2.25
2019/04/03 10:59:42 PM GMT+5:30,I Agree,e09f581d7bdc2a3ecfbf3603c3f85363,Male,27,Master's degree,United Kingdom,Enthusiastic,No,,2,jazz,rock,Often,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Often,Never,Never,Never,Never,A little of the time,A little of the time,None of the time,None of the time,Some of the time,Some of the time,A little of the time,A little of the time,Some of the time,None of the time,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,None,I feel better now,9,14,20,2.75,3.25,3.5,3.5,2.5
2019/04/03 11:25:20 PM GMT+5:30,I Agree,b9aa5cd48e9c56d21a361c388a1fc393,Male,25,Bachelor's degree,Brazil,Enthusiastic,No,,5,rock,rock,Often,Sometimes,Rarely,Sometimes,Rarely,Often,Often,Often,Rarely,Often,Never,Sometimes,Never,Sometimes,Some of the time,Most of the time,Some of the time,A little of the time,A little of the time,None of the time,Some of the time,Some of the time,A little of the time,Most of the time,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,not much ,I feel worse now,18,18,27,3.75,2.75,3.5,4.5,4
2019/04/04 2:06:55 AM GMT+5:30,I Agree,c253543524a52e3c819b841ed9618b24,Male,24,Bachelor's degree,Austria,Enthusiastic,Yes,"guitar and flute, about 9 years each. producing and djing self-taught",3,Mixed,Mixed,Always,Never,Rarely,Often,Rarely,Often,Rarely,Never,Never,Always,Never,Rarely,Never,Sometimes,A little of the time,A little of the time,None of the time,A little of the time,None of the time,None of the time,A little of the time,Some of the time,A little of the time,None of the time,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,None,I feel more or less the same.,11,18,17,4.25,3.25,2.25,2.25,3
2019/04/04 2:41:06 AM GMT+5:30,I Agree,30addd848b2a991dbec34981460be78c,Male,27,Master's degree,Russia,Enthusiastic,No,,1,jazz,Mixed,Sometimes,Never,Rarely,Rarely,Never,Often,Often,Never,Never,Rarely,Never,Never,Never,Rarely,A little of the time,A little of the time,None of the time,None of the time,A little of the time,None of the time,Some of the time,A little of the time,None of the time,None of the time,Strongly Disagree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Shifed more into punk,I feel better now,9,14,16,4.5,2,1.5,4.25,2.5
2019/04/04 10:59:11 AM GMT+5:30,I Agree,37311627d2ff7a93286bac36a37a6d6c,Male,20,High School graduate,United States,Enthusiastic,Yes,"Piano 5 years, Trumpet 5 years",3,hip hop,jazz,Often,Rarely,Never,Often,Rarely,Often,Sometimes,Rarely,Never,Rarely,Rarely,Never,Never,Often,A little of the time,Some of the time,Some of the time,A little of the time,Most of the time,Most of the time,A little of the time,A little of the time,A little of the time,A little of the time,Neither Agree nor Disagree,Somewhat Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,I have been listening to music a lot less frequently in the last few months,I feel better now,12,17,26,4.5,1.25,4.25,3,3.25
2019/04/04 11:10:23 AM GMT+5:30,I Agree,db7357f3cc77813ec9b40ff35942f520,Male,18,High School graduate,Brazil,Enthusiastic,Yes,"Guitar, 1 year",1,rock,jazz,Sometimes,Always,Often,Sometimes,Often,Often,Sometimes,Always,Rarely,Always,Sometimes,Always,Never,Sometimes,All of the time,All of the time,Most of the time,Most of the time,Some of the time,A little of the time,All of the time,All of the time,A little of the time,Some of the time,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,"listened to less music because of internet issues, but it changed my will to listen to music and I feel like I don't want to listen to music like I wanted in the past",Can't say,29,18,38,5,2,1,5,4
2019/04/04 1:46:46 PM GMT+5:30,I Agree,531fda35388d25cb33d07a77457f9111,Male,31,Professional degree,United States,Enthusiastic,No,,3,rock,rock,Sometimes,Rarely,Rarely,Often,Rarely,Often,Often,Rarely,Never,Sometimes,Never,Rarely,Never,Often,Some of the time,Some of the time,None of the time,None of the time,A little of the time,None of the time,A little of the time,A little of the time,None of the time,A little of the time,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,I listen to more pop music now,I feel better now,13,19,18,4.25,4.25,3,4.25,3
2019/04/04 6:47:32 PM GMT+5:30,I Agree,9eea92327137c7480fba6f097c425127,Male,28,High School graduate,United States,Enthusiastic,No,,8,rock,rock,Often,Never,Never,Often,Never,Sometimes,Sometimes,Never,Never,Often,Never,Never,Never,Sometimes,A little of the time,None of the time,None of the time,None of the time,A little of the time,None of the time,None of the time,None of the time,None of the time,None of the time,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Same as before. ,I feel more or less the same.,8,17,12,4.5,4,2.5,4,1.5
2019/04/04 8:08:09 PM GMT+5:30,I Agree,8e2f18fd5ad9f67abe5c04fd70d05a1f,Male,32,Bachelor's degree,Canada,Enthusiastic,No,,5,rock,hip hop,Always,Never,Never,Always,Never,Often,Often,Never,Never,Sometimes,Never,Never,Never,Sometimes,None of the time,A little of the time,None of the time,None of the time,A little of the time,A little of the time,A little of the time,None of the time,A little of the time,None of the time,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,it hasn't,I feel better now,8,19,15,4.5,4.75,2,3,1.5
2019/04/04 8:21:01 PM GMT+5:30,I Agree,cf664f7ed16413dc7c8433f0e7ed2cf8,Male,16,High School graduate,Chile,Enthusiastic,No,,16,Rock,Rock,Always,Sometimes,Always,Often,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Often,Always,Never,Never,Often,All of the time,Most of the time,Some of the time,Most of the time,All of the time,All of the time,Most of the time,All of the time,Some of the time,All of the time,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,"Not really, just tried listening to more modern music succesfully.",I feel more or less the same.,23,17,43,4.75,2.5,2.75,2,3.75
2019/04/04 11:17:54 PM GMT+5:30,I Agree,327f7e06db2acda1b867062e522b5872,Female,29,Master's degree,Germany,Enthusiastic,No,,0.5,jazz,classical,Sometimes,Rarely,Never,Often,Sometimes,Often,Often,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,A little of the time,Some of the time,None of the time,None of the time,A little of the time,None of the time,None of the time,A little of the time,None of the time,None of the time,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,I've listened to less since I've been in a relationship,I feel better now,13,18,15,4.5,2.75,4.5,4.75,3
2019/04/05 8:25:01 AM GMT+5:30,I Agree,13c26bddcd4cb981e3cb86c18baddb26,Male,40,Professional degree,United States,Enthusiastic,Yes,"Piano, 7 years",1,jazz,jazz,Sometimes,Never,Rarely,Often,Never,Often,Always,Rarely,Never,Sometimes,Rarely,Never,Never,Sometimes,Some of the time,None of the time,None of the time,None of the time,A little of the time,None of the time,None of the time,A little of the time,None of the time,None of the time,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,I listen less since I'm busier listening to audiobooks,I feel more or less the same.,11,19,14,3.75,2.5,3.5,4.25,1
2019/04/05 8:55:13 PM GMT+5:30,I Agree,9994d32da50698959caf7153acb55db7,Male,21,High School graduate,Germany,Enthusiastic,No,,4,Mixed,rock,Always,Always,Rarely,Often,Never,Always,Always,Sometimes,Never,Always,Rarely,Rarely,Never,Always,A little of the time,Some of the time,None of the time,None of the time,A little of the time,None of the time,A little of the time,None of the time,None of the time,None of the time,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,"I focused more on artists and their other productions, not only listening to single tracks of different artists/albums.",I feel more or less the same.,17,24,15,4.25,3.5,3.25,3.75,1.5
2019/04/05 9:27:05 PM GMT+5:30,I Agree,6ac7b2f4f34ae95c36bcecb7f66d9c65,Male,51,High School graduate,Ireland,Moderate,No,,2,Classical,Pop,Sometimes,Rarely,Never,Sometimes,Never,Often,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,None of the time,None of the time,None of the time,None of the time,A little of the time,A little of the time,None of the time,None of the time,None of the time,None of the time,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,not really,I feel better now,9,14,12,4.5,3.75,3,4.25,1.75
